NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;SPOE   ;OEVP   ;GRUE   ;FPOE   ;BZOE   ;KPOE   ;LIF    ;MUT    ;SLP    ;DEM    ;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;55;0;1416;28;389;334;410;184;28;19;24;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;0;0;236;6;107;32;31;51;6;3;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;1;600;307;5;171;31;24;64;7;5;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;2;537;278;11;96;51;39;75;4;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;3;553;278;12;111;45;40;67;1;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;4;450;267;5;121;38;31;63;7;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;5;683;333;8;146;62;54;56;1;6;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;6;610;315;6;143;41;39;73;8;5;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;7;559;281;6;134;32;27;72;6;4;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;8;582;347;8;124;68;70;69;6;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;9;684;382;13;95;156;62;44;8;4;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;10;552;321;8;109;93;65;36;7;3;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;11;515;304;10;126;66;39;50;8;5;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;12;613;348;8;90;143;62;32;11;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;13;251;152;6;37;77;8;23;1;0;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;14;725;374;11;115;94;78;62;6;8;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;15;540;324;16;126;70;41;63;8;0;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;16;330;284;10;92;84;45;45;6;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;17;562;341;8;89;117;70;47;8;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;18;547;318;4;123;85;39;62;4;1;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;19;664;415;21;100;145;59;80;5;5;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;20;588;371;6;103;139;51;57;7;8;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;21;410;283;9;102;97;23;43;7;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;22;686;409;4;137;125;61;69;9;4;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;23;439;235;7;58;77;49;36;8;0;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;24;505;311;4;113;90;53;44;5;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;25;588;352;21;167;68;20;66;9;1;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;26;561;302;8;110;71;32;67;10;4;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;27;329;149;2;80;17;17;33;0;0;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;28;867;480;12;179;116;59;106;2;6;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;29;404;214;3;111;11;13;68;2;6;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;30;397;207;4;103;16;15;67;0;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;31;468;280;11;140;12;10;103;1;3;0;0;0;0;                                                                                                 
