NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;OEVP   ;SPOE   ;FPOE   ;GRUE   ;BZOE   ;KPOE   ;SLP    ;MATIN  ;NFOE   ;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;42;469;295;2;48;163;30;32;8;4;1;4;3;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;43;618;395;1;90;156;64;53;12;3;2;9;5;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;44;623;407;3;51;214;72;31;16;4;0;12;4;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;45;438;260;2;27;140;46;25;10;5;1;3;1;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;46;467;292;6;31;159;49;21;9;3;1;12;1;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;47;617;379;5;47;214;63;31;8;4;1;6;0;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;48;538;318;1;38;172;52;29;9;7;2;8;0;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;49;550;363;11;48;168;69;39;7;4;0;11;6;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;50;478;318;5;46;159;64;26;3;5;1;8;1;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;51;338;158;1;9;90;35;13;5;4;0;1;0;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;52;366;194;5;21;111;36;11;3;3;1;3;0;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;53;377;192;3;9;115;42;12;5;1;1;3;1;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;54;416;238;3;11;140;49;14;5;6;1;7;2;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;55;669;458;13;74;215;58;61;8;8;1;17;3;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;56;527;302;3;40;158;53;28;8;2;0;8;2;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;57;526;310;2;26;196;54;14;12;1;0;4;1;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;58;710;422;6;38;238;85;26;10;3;2;6;8;                                                                                                         
